Station,Date,Q_cfs,Q_cd
4193500,7/20/93,2240,A
4193500,7/21/93,7070,A
4193500,7/22/93,8000,A
4193500,7/23/93,5880,A
4193500,7/24/93,4470,A
4193500,7/25/93,3700,A
4193500,7/26/93,2510,A
4193500,7/27/93,1770,A
4193500,7/28/93,1320,A
4193500,7/29/93,1140,A
4193500,7/30/93,823,A
4193500,7/31/93,662,A
4193500,8/1/93,682,A
4193500,8/2/93,801,A
4193500,8/3/93,484,A
4193500,8/4/93,486,A
4193500,8/5/93,357,A
4193500,8/6/93,388,A
4193500,8/7/93,506,A
4193500,8/8/93,395,A
4193500,8/9/93,448,A
4193500,8/10/93,496,A
4193500,8/11/93,406,A
4193500,8/12/93,388,A
4193500,8/13/93,496,A
4193500,8/14/93,512,A
4193500,8/15/93,412,A
4193500,8/16/93,434,A
4193500,8/17/93,331,A
4193500,8/18/93,352,A
4193500,8/19/93,350,A
4193500,8/20/93,448,A
4193500,8/21/93,312,A
4193500,8/22/93,331,A
4193500,8/23/93,350,A
4193500,8/24/93,383,A
4193500,8/25/93,312,A
4193500,8/26/93,312,A
4193500,8/27/93,398,A
4193500,8/28/93,363,A
4193500,8/29/93,349,A
4193500,8/30/93,394,A
4193500,8/31/93,402,A
4193500,9/1/93,346,A
4193500,9/2/93,404,A
4193500,9/3/93,653,A
4193500,9/4/93,1010,A
4193500,9/5/93,1340,A
4193500,9/6/93,1750,A
4193500,9/7/93,1860,A
4193500,9/8/93,2600,A
4193500,9/9/93,1760,A
4193500,9/10/93,1130,A
4193500,9/11/93,726,A
4193500,9/12/93,782,A
4193500,9/13/93,698,A
4193500,9/14/93,603,A
4193500,9/15/93,584,A
4193500,9/16/93,496,A
4193500,9/17/93,1200,A
4193500,9/18/93,1180,A
4193500,9/19/93,811,A
4193500,9/20/93,684,A
4193500,9/21/93,755,A
4193500,9/22/93,596,A
4193500,9/23/93,572,A
4193500,9/24/93,495,A
4193500,9/25/93,412,A
4193500,9/26/93,626,A
4193500,9/27/93,586,A
4193500,9/28/93,815,A
4193500,9/29/93,1130,A
4193500,9/30/93,1630,A
4193500,10/1/93,1600,A
4193500,10/2/93,1350,A
4193500,10/3/93,910,A
4193500,10/4/93,722,A
4193500,10/5/93,587,A
4193500,10/6/93,558,A
4193500,10/7/93,504,A
4193500,10/8/93,456,A
4193500,10/9/93,501,A
4193500,10/10/93,506,A
4193500,10/11/93,423,A
4193500,10/12/93,653,A
4193500,10/13/93,716,A
4193500,10/14/93,746,A
4193500,10/15/93,723,A
4193500,10/16/93,720,A
4193500,10/17/93,715,A
4193500,10/18/93,494,A
4193500,10/19/93,716,A
4193500,10/20/93,1070,A
4193500,10/21/93,1510,A
4193500,10/22/93,941,A
4193500,10/23/93,1060,A
4193500,10/24/93,1060,A
4193500,10/25/93,969,A
4193500,10/26/93,925,A
4193500,10/27/93,859,A
4193500,10/28/93,741,A
4193500,10/29/93,775,A
4193500,10/30/93,534,A
4193500,10/31/93,673,A
4193500,11/1/93,706,A
4193500,11/2/93,640,A
4193500,11/3/93,771,A
4193500,11/4/93,632,A
4193500,11/5/93,687,A
4193500,11/6/93,412,A
4193500,11/7/93,556,A
4193500,11/8/93,404,A
4193500,11/9/93,427,A
4193500,11/10/93,444,A
4193500,11/11/93,491,A
4193500,11/12/93,329,A
4193500,11/13/93,503,A
4193500,11/14/93,536,A
4193500,11/15/93,1280,A
4193500,11/16/93,3160,A
4193500,11/17/93,5350,A
4193500,11/18/93,8120,A
4193500,11/19/93,13200,A
4193500,11/20/93,12600,A
4193500,11/21/93,9550,A
4193500,11/22/93,7350,A
4193500,11/23/93,6100,A
4193500,11/24/93,4170,A
4193500,11/25/93,3140,A
4193500,11/26/93,2810,A
4193500,11/27/93,3750,A
4193500,11/28/93,5830,A
4193500,11/29/93,6040,A
4193500,11/30/93,5050,A
4193500,12/1/93,4330,A
4193500,12/2/93,3240,A
4193500,12/3/93,2650,A
4193500,12/4/93,2970,A
4193500,12/5/93,6450,A
4193500,12/6/93,11200,A
4193500,12/7/93,12100,A
4193500,12/8/93,9170,A
4193500,12/9/93,6590,A
4193500,12/10/93,5360,A
4193500,12/11/93,4360,A
4193500,12/12/93,3790,A
4193500,12/13/93,2640,A
4193500,12/14/93,1980,A
4193500,12/15/93,1820,A
4193500,12/16/93,1870,A
4193500,12/17/93,1610,A
4193500,12/18/93,1340,A
4193500,12/19/93,1100,A
4193500,12/20/93,1190,A
4193500,12/21/93,1500,A
4193500,12/22/93,1320,A
4193500,12/23/93,1700,A
4193500,12/24/93,1940,A
4193500,12/25/93,2260,A
4193500,12/26/93,1420,A
4193500,12/27/93,1300,A
4193500,12/28/93,1100,A
4193500,12/29/93,1000,A
4193500,12/30/93,900,A
4193500,12/31/93,820,A
4193500,1/1/94,780,A
4193500,1/2/94,720,A
4193500,1/3/94,680,A
4193500,1/4/94,640,A
4193500,1/5/94,620,A
4193500,1/6/94,580,A
4193500,1/7/94,560,A
4193500,1/8/94,520,A
4193500,1/9/94,500,A
4193500,1/10/94,490,A
4193500,1/11/94,470,A
4193500,1/12/94,460,A
4193500,1/13/94,450,A
4193500,1/14/94,440,A
4193500,1/15/94,420,A
4193500,1/16/94,410,A
4193500,1/17/94,400,A
4193500,1/18/94,390,A
4193500,1/19/94,385,A
4193500,1/20/94,380,A
4193500,1/21/94,370,A
4193500,1/22/94,365,A
4193500,1/23/94,360,A
4193500,1/24/94,355,A
4193500,1/25/94,350,A
4193500,1/26/94,1200,A
4193500,1/27/94,3390,A
4193500,1/28/94,10800,A
4193500,1/29/94,23500,A
4193500,1/30/94,27700,A
4193500,1/31/94,28600,A
4193500,2/1/94,22600,A
4193500,2/2/94,16800,A
4193500,2/3/94,11900,A
4193500,2/4/94,9640,A
4193500,2/5/94,7100,A
4193500,2/6/94,5300,A
4193500,2/7/94,4000,A
4193500,2/8/94,3070,A
4193500,2/9/94,2500,A
4193500,2/10/94,2100,A
4193500,2/11/94,1900,A
4193500,2/12/94,1600,A
4193500,2/13/94,1300,A
4193500,2/14/94,1200,A
4193500,2/15/94,1100,A
4193500,2/16/94,960,A
4193500,2/17/94,1610,A
4193500,2/18/94,3280,A
4193500,2/19/94,9920,A
4193500,2/20/94,19400,A
4193500,2/21/94,23100,A
4193500,2/22/94,22300,A
4193500,2/23/94,18300,A
4193500,2/24/94,13100,A
4193500,2/25/94,10500,A
4193500,2/26/94,7780,A
4193500,2/27/94,7020,A
4193500,2/28/94,5570,A
4193500,3/1/94,4780,A
4193500,3/2/94,4060,A
4193500,3/3/94,3950,A
4193500,3/4/94,3600,A
4193500,3/5/94,4120,A
4193500,3/6/94,8950,A
4193500,3/7/94,17500,A
4193500,3/8/94,26600,A
4193500,3/9/94,19300,A
4193500,3/10/94,13300,A
4193500,3/11/94,10200,A
4193500,3/12/94,8490,A
4193500,3/13/94,8000,A
4193500,3/14/94,8990,A
4193500,3/15/94,9950,A
4193500,3/16/94,9500,A
4193500,3/17/94,7700,A
4193500,3/18/94,6100,A
4193500,3/19/94,4800,A
4193500,3/20/94,3860,A
4193500,3/21/94,3930,A
4193500,3/22/94,4370,A
4193500,3/23/94,4890,A
4193500,3/24/94,4890,A
4193500,3/25/94,4330,A
4193500,3/26/94,3760,A
4193500,3/27/94,3630,A
4193500,3/28/94,3040,A
4193500,3/29/94,3030,A
4193500,3/30/94,2890,A
4193500,3/31/94,2860,A
4193500,4/1/94,2560,A
4193500,4/2/94,2310,A
4193500,4/3/94,2120,A
4193500,4/4/94,2180,A
4193500,4/5/94,2260,A
4193500,4/6/94,2680,A
4193500,4/7/94,3760,A
4193500,4/8/94,8310,A
4193500,4/9/94,14900,A
4193500,4/10/94,19200,A
4193500,4/11/94,27900,A
4193500,4/12/94,40100,A
4193500,4/13/94,63900,A
4193500,4/14/94,63700,A
4193500,4/15/94,49000,A
4193500,4/16/94,34200,A
4193500,4/17/94,24200,A
4193500,4/18/94,17000,A
4193500,4/19/94,11500,A
4193500,4/20/94,8210,A
4193500,4/21/94,6020,A
4193500,4/22/94,4460,A
4193500,4/23/94,3460,A
4193500,4/24/94,3000,A
4193500,4/25/94,2640,A
4193500,4/26/94,2180,A
4193500,4/27/94,2320,A
4193500,4/28/94,2440,A
4193500,4/29/94,4430,A
4193500,4/30/94,4590,A
4193500,5/1/94,6210,A
4193500,5/2/94,6550,A
4193500,5/3/94,5630,A
4193500,5/4/94,4730,A
4193500,5/5/94,4110,A
4193500,5/6/94,3090,A
4193500,5/7/94,2580,A
4193500,5/8/94,2590,A
4193500,5/9/94,2350,A
4193500,5/10/94,2110,A
4193500,5/11/94,2390,A
4193500,5/12/94,2090,A
4193500,5/13/94,1840,A
4193500,5/14/94,1680,A
4193500,5/15/94,2140,A
4193500,5/16/94,1670,A
4193500,5/17/94,1430,A
4193500,5/18/94,1690,A
4193500,5/19/94,1390,A
4193500,5/20/94,1590,A
4193500,5/21/94,1390,A
4193500,5/22/94,1250,A
4193500,5/23/94,1330,A
4193500,5/24/94,1340,A
4193500,5/25/94,1080,A
4193500,5/26/94,1350,A
4193500,5/27/94,1230,A
4193500,5/28/94,1560,A
4193500,5/29/94,2020,A
4193500,5/30/94,1610,A
4193500,5/31/94,1400,A
4193500,6/1/94,1030,A
4193500,6/2/94,824,A
4193500,6/3/94,813,A
4193500,6/4/94,827,A
4193500,6/5/94,838,A
4193500,6/6/94,846,A
4193500,6/7/94,613,A
4193500,6/8/94,420,A
4193500,6/9/94,542,A
4193500,6/10/94,669,A
4193500,6/11/94,736,A
4193500,6/12/94,753,A
4193500,6/13/94,620,A
4193500,6/14/94,555,A
4193500,6/15/94,541,A
4193500,6/16/94,631,A
4193500,6/17/94,655,A
4193500,6/18/94,765,A
4193500,6/19/94,887,A
4193500,6/20/94,837,A
4193500,6/21/94,1110,A
4193500,6/22/94,955,A
4193500,6/23/94,798,A
4193500,6/24/94,1190,A
4193500,6/25/94,5150,A
4193500,6/26/94,6880,A
4193500,6/27/94,6420,A
4193500,6/28/94,4960,A
4193500,6/29/94,4400,A
4193500,6/30/94,7430,A
4193500,7/1/94,7510,A
4193500,7/2/94,6000,A
4193500,7/3/94,4270,A
4193500,7/4/94,3000,A
4193500,7/5/94,2460,A
4193500,7/6/94,1970,A
4193500,7/7/94,1550,A
4193500,7/8/94,2900,A
4193500,7/9/94,4690,A
4193500,7/10/94,3710,A
4193500,7/11/94,3100,A
4193500,7/12/94,2090,A
4193500,7/13/94,1340,A
4193500,7/14/94,1020,A
4193500,7/15/94,1020,A
4193500,7/16/94,658,A
4193500,7/17/94,573,A
4193500,7/18/94,668,A
4193500,7/19/94,605,A
4193500,7/20/94,466,A
4193500,7/21/94,351,A
4193500,7/22/94,417,A
4193500,7/23/94,337,A
4193500,7/24/94,449,A
4193500,7/25/94,420,A
4193500,7/26/94,575,A
4193500,7/27/94,729,A
4193500,7/28/94,776,A
4193500,7/29/94,730,A
4193500,7/30/94,764,A
4193500,7/31/94,884,A
4193500,8/1/94,807,A
4193500,8/2/94,634,A
4193500,8/3/94,483,A
4193500,8/4/94,522,A
4193500,8/5/94,394,A
4193500,8/6/94,475,A
4193500,8/7/94,612,A
4193500,8/8/94,512,A
4193500,8/9/94,525,A
4193500,8/10/94,433,A
4193500,8/11/94,334,A
4193500,8/12/94,356,A
4193500,8/13/94,404,A
4193500,8/14/94,610,A
4193500,8/15/94,586,A
4193500,8/16/94,894,A
4193500,8/17/94,932,A
4193500,8/18/94,784,A
4193500,8/19/94,692,A
4193500,8/20/94,618,A
4193500,8/21/94,531,A
4193500,8/22/94,703,A
4193500,8/23/94,787,A
4193500,8/24/94,682,A
4193500,8/25/94,490,A
4193500,8/26/94,499,A
4193500,8/27/94,343,A
4193500,8/28/94,303,A
4193500,8/29/94,211,A
4193500,8/30/94,350,A
4193500,8/31/94,377,A
4193500,9/1/94,234,A
4193500,9/2/94,321,A
4193500,9/3/94,278,A
4193500,9/4/94,211,A
4193500,9/5/94,316,A
4193500,9/6/94,326,A
4193500,9/7/94,240,A
4193500,9/8/94,298,A
4193500,9/9/94,234,A
4193500,9/10/94,152,A
4193500,9/11/94,134,A
4193500,9/12/94,162,A
4193500,9/13/94,229,A
4193500,9/14/94,237,A
4193500,9/15/94,179,A
4193500,9/16/94,176,A
4193500,9/17/94,176,A
4193500,9/18/94,141,A
4193500,9/19/94,122,A
4193500,9/20/94,131,A
4193500,9/21/94,119,A
4193500,9/22/94,88,A
4193500,9/23/94,81,A
4193500,9/24/94,68,A
4193500,9/25/94,169,A
4193500,9/26/94,170,A
4193500,9/27/94,214,A
4193500,9/28/94,254,A
4193500,9/29/94,158,A
4193500,9/30/94,94,A
4193500,10/1/94,110,A
4193500,10/2/94,147,A
4193500,10/3/94,139,A
4193500,10/4/94,672,A
4193500,10/5/94,872,A
4193500,10/6/94,415,A
4193500,10/7/94,157,A
4193500,10/8/94,130,A
4193500,10/9/94,238,A
4193500,10/10/94,116,A
4193500,10/11/94,32,A
4193500,10/12/94,86,A
4193500,10/13/94,153,A
4193500,10/14/94,143,A
4193500,10/15/94,115,A
4193500,10/16/94,100,A
4193500,10/17/94,121,A
4193500,10/18/94,120,A
4193500,10/19/94,144,A
4193500,10/20/94,126,A
4193500,10/21/94,105,A
4193500,10/22/94,78,A
4193500,10/23/94,183,A
4193500,10/24/94,142,A
4193500,10/25/94,88,A
4193500,10/26/94,99,A
4193500,10/27/94,147,A
4193500,10/28/94,252,A
4193500,10/29/94,205,A
4193500,10/30/94,112,A
4193500,10/31/94,71,A
4193500,11/1/94,433,A
4193500,11/2/94,245,A
4193500,11/3/94,145,A
4193500,11/4/94,254,A
4193500,11/5/94,374,A
4193500,11/6/94,641,A
4193500,11/7/94,151,A
4193500,11/8/94,353,A
4193500,11/9/94,677,A
4193500,11/10/94,760,A
4193500,11/11/94,631,A
4193500,11/12/94,862,A
4193500,11/13/94,709,A
4193500,11/14/94,534,A
4193500,11/15/94,570,A
4193500,11/16/94,403,A
4193500,11/17/94,510,A
4193500,11/18/94,475,A
4193500,11/19/94,421,A
4193500,11/20/94,244,A
4193500,11/21/94,498,A
4193500,11/22/94,314,A
4193500,11/23/94,386,A
4193500,11/24/94,331,A
4193500,11/25/94,233,A
4193500,11/26/94,164,A
4193500,11/27/94,156,A
4193500,11/28/94,741,A
4193500,11/29/94,388,A
4193500,11/30/94,707,A
4193500,12/1/94,659,A
4193500,12/2/94,461,A
4193500,12/3/94,480,A
4193500,12/4/94,369,A
4193500,12/5/94,376,A
4193500,12/6/94,341,A
4193500,12/7/94,770,A
4193500,12/8/94,2620,A
4193500,12/9/94,3390,A
4193500,12/10/94,3390,A
4193500,12/11/94,2860,A
4193500,12/12/94,2870,A
4193500,12/13/94,2600,A
4193500,12/14/94,1990,A
4193500,12/15/94,1680,A
4193500,12/16/94,1480,A
4193500,12/17/94,2660,A
4193500,12/18/94,5340,A
4193500,12/19/94,4960,A
4193500,12/20/94,4150,A
4193500,12/21/94,3410,A
4193500,12/22/94,3030,A
4193500,12/23/94,2060,A
4193500,12/24/94,1510,A
4193500,12/25/94,1440,A
4193500,12/26/94,1080,A
4193500,12/27/94,1060,A
4193500,12/28/94,1030,A
4193500,12/29/94,856,A
4193500,12/30/94,762,A
4193500,12/31/94,787,A
4193500,1/1/95,762,A
4193500,1/2/95,786,A
4193500,1/3/95,666,A
4193500,1/4/95,600,A
4193500,1/5/95,560,A
4193500,1/6/95,520,A
4193500,1/7/95,500,A
4193500,1/8/95,470,A
4193500,1/9/95,450,A
4193500,1/10/95,430,A
4193500,1/11/95,420,A
4193500,1/12/95,400,A
4193500,1/13/95,840,A
4193500,1/14/95,1210,A
4193500,1/15/95,3960,A
4193500,1/16/95,5940,A
4193500,1/17/95,5800,A
4193500,1/18/95,5210,A
4193500,1/19/95,3980,A
4193500,1/20/95,6240,A
4193500,1/21/95,20000,A
4193500,1/22/95,23600,A
4193500,1/23/95,17300,A
4193500,1/24/95,13100,A
4193500,1/25/95,9050,A
4193500,1/26/95,6880,A
4193500,1/27/95,5350,A
4193500,1/28/95,4930,A
4193500,1/29/95,4280,A
4193500,1/30/95,3750,A
4193500,1/31/95,3330,A
4193500,2/1/95,2400,A
4193500,2/2/95,2220,A
4193500,2/3/95,2160,A
4193500,2/4/95,2600,A
4193500,2/5/95,1500,A
4193500,2/6/95,1200,A
4193500,2/7/95,1000,A
4193500,2/8/95,940,A
4193500,2/9/95,880,A
4193500,2/10/95,800,A
4193500,2/11/95,740,A
4193500,2/12/95,700,A
4193500,2/13/95,660,A
4193500,2/14/95,640,A
4193500,2/15/95,600,A
4193500,2/16/95,1150,A
4193500,2/17/95,1170,A
4193500,2/18/95,775,A
4193500,2/19/95,969,A
4193500,2/20/95,2060,A
4193500,2/21/95,3160,A
4193500,2/22/95,3710,A
4193500,2/23/95,4000,A
4193500,2/24/95,3840,A
4193500,2/25/95,3830,A
4193500,2/26/95,3870,A
4193500,2/27/95,3680,A
4193500,2/28/95,4700,A
4193500,3/1/95,9270,A
4193500,3/2/95,9820,A
4193500,3/3/95,7590,A
4193500,3/4/95,5040,A
4193500,3/5/95,3560,A
4193500,3/6/95,2880,A
4193500,3/7/95,4770,A
4193500,3/8/95,26000,A
4193500,3/9/95,33700,A
4193500,3/10/95,26600,A
4193500,3/11/95,20800,A
4193500,3/12/95,15700,A
4193500,3/13/95,13000,A
4193500,3/14/95,9980,A
4193500,3/15/95,7520,A
4193500,3/16/95,6010,A
4193500,3/17/95,4850,A
4193500,3/18/95,4020,A
4193500,3/19/95,3260,A
4193500,3/20/95,3090,A
4193500,3/21/95,2650,A
4193500,3/22/95,2200,A
4193500,3/23/95,2390,A
4193500,3/24/95,2230,A
4193500,3/25/95,1810,A
4193500,3/26/95,1610,A
4193500,3/27/95,1340,A
4193500,3/28/95,1590,A
4193500,3/29/95,1400,A
4193500,3/30/95,1300,A
4193500,3/31/95,1200,A
4193500,4/1/95,1140,A
4193500,4/2/95,1080,A
4193500,4/3/95,1040,A
4193500,4/4/95,1130,A
4193500,4/5/95,702,A
4193500,4/6/95,1110,A
4193500,4/7/95,816,A
4193500,4/8/95,1110,A
4193500,4/9/95,4790,A
4193500,4/10/95,24200,A
4193500,4/11/95,45900,A
4193500,4/12/95,51000,A
4193500,4/13/95,45800,A
4193500,4/14/95,34300,A
4193500,4/15/95,23600,A
4193500,4/16/95,16500,A
4193500,4/17/95,11300,A
4193500,4/18/95,8070,A
4193500,4/19/95,7320,A
4193500,4/20/95,6630,A
4193500,4/21/95,7090,A
4193500,4/22/95,10800,A
4193500,4/23/95,13200,A
4193500,4/24/95,12100,A
4193500,4/25/95,9390,A
4193500,4/26/95,6890,A
4193500,4/27/95,5450,A
4193500,4/28/95,4250,A
4193500,4/29/95,3280,A
4193500,4/30/95,2850,A
4193500,5/1/95,2360,A
4193500,5/2/95,2370,A
4193500,5/3/95,2130,A
4193500,5/4/95,1860,A
4193500,5/5/95,1860,A
4193500,5/6/95,1800,A
4193500,5/7/95,1720,A
4193500,5/8/95,1340,A
4193500,5/9/95,1670,A
4193500,5/10/95,1750,A
4193500,5/11/95,2860,A
4193500,5/12/95,3660,A
4193500,5/13/95,3170,A
4193500,5/14/95,3180,A
4193500,5/15/95,2150,A
4193500,5/16/95,1840,A
4193500,5/17/95,1850,A
4193500,5/18/95,1370,A
4193500,5/19/95,2120,A
4193500,5/20/95,3200,A
4193500,5/21/95,6500,A
4193500,5/22/95,6240,A
4193500,5/23/95,4280,A
4193500,5/24/95,4820,A
4193500,5/25/95,11700,A
4193500,5/26/95,13600,A
4193500,5/27/95,10700,A
4193500,5/28/95,7980,A
4193500,5/29/95,9080,A
4193500,5/30/95,7650,A
4193500,5/31/95,6750,A
4193500,6/1/95,5490,A
4193500,6/2/95,4210,A
4193500,6/3/95,3590,A
4193500,6/4/95,3330,A
4193500,6/5/95,3740,A
4193500,6/6/95,3530,A
4193500,6/7/95,2890,A
4193500,6/8/95,2410,A
4193500,6/9/95,2060,A
4193500,6/10/95,3900,A
4193500,6/11/95,4390,A
4193500,6/12/95,5130,A
4193500,6/13/95,6000,A
4193500,6/14/95,5130,A
4193500,6/15/95,4210,A
4193500,6/16/95,3490,A
4193500,6/17/95,2480,A
4193500,6/18/95,2260,A
4193500,6/19/95,1800,A
4193500,6/20/95,1100,A
4193500,6/21/95,828,A
4193500,6/22/95,901,A
4193500,6/23/95,778,A
4193500,6/24/95,659,A
4193500,6/25/95,724,A
4193500,6/26/95,692,A
4193500,6/27/95,3130,A
4193500,6/28/95,14300,A
4193500,6/29/95,16700,A
4193500,6/30/95,17300,A
4193500,7/1/95,15900,A
4193500,7/2/95,11900,A
4193500,7/3/95,9230,A
4193500,7/4/95,7510,A
4193500,7/5/95,5720,A
4193500,7/6/95,4240,A
4193500,7/7/95,2960,A
4193500,7/8/95,1740,A
4193500,7/9/95,1340,A
4193500,7/10/95,1220,A
4193500,7/11/95,1020,A
4193500,7/12/95,878,A
4193500,7/13/95,838,A
4193500,7/14/95,726,A
4193500,7/15/95,630,A
4193500,7/16/95,576,A
4193500,7/17/95,975,A
4193500,7/18/95,1610,A
4193500,7/19/95,793,A
4193500,7/20/95,637,A
4193500,7/21/95,577,A
4193500,7/22/95,566,A
4193500,7/23/95,584,A
4193500,7/24/95,486,A
4193500,7/25/95,721,A
4193500,7/26/95,722,A
4193500,7/27/95,1510,A
4193500,7/28/95,1560,A
4193500,7/29/95,1220,A
4193500,7/30/95,1150,A
4193500,7/31/95,1010,A
4193500,8/1/95,927,A
4193500,8/2/95,913,A
4193500,8/3/95,897,A
4193500,8/4/95,832,A
4193500,8/5/95,934,A
4193500,8/6/95,1650,A
4193500,8/7/95,2450,A
4193500,8/8/95,2880,A
4193500,8/9/95,4460,A
4193500,8/10/95,3660,A
4193500,8/11/95,2660,A
4193500,8/12/95,2550,A
4193500,8/13/95,2020,A
4193500,8/14/95,1510,A
4193500,8/15/95,1270,A
4193500,8/16/95,957,A
4193500,8/17/95,989,A
4193500,8/18/95,1440,A
4193500,8/19/95,1680,A
4193500,8/20/95,1910,A
4193500,8/21/95,3210,A
4193500,8/22/95,2700,A
4193500,8/23/95,1750,A
4193500,8/24/95,1170,A
4193500,8/25/95,875,A
4193500,8/26/95,728,A
4193500,8/27/95,551,A
4193500,8/28/95,542,A
4193500,8/29/95,502,A
4193500,8/30/95,421,A
4193500,8/31/95,430,A
4193500,9/1/95,425,A
4193500,9/2/95,359,A
4193500,9/3/95,324,A
4193500,9/4/95,312,A
4193500,9/5/95,286,A
4193500,9/6/95,244,A
4193500,9/7/95,216,A
4193500,9/8/95,245,A
4193500,9/9/95,410,A
4193500,9/10/95,595,A
4193500,9/11/95,551,A
4193500,9/12/95,457,A
4193500,9/13/95,446,A
4193500,9/14/95,290,A
4193500,9/15/95,213,A
4193500,9/16/95,247,A
4193500,9/17/95,261,A
4193500,9/18/95,210,A
4193500,9/19/95,190,A
4193500,9/20/95,244,A
4193500,9/21/95,243,A
4193500,9/22/95,373,A
4193500,9/23/95,177,A
4193500,9/24/95,119,A
4193500,9/25/95,185,A
4193500,9/26/95,205,A
4193500,9/27/95,210,A
4193500,9/28/95,177,A
4193500,9/29/95,156,A
4193500,9/30/95,183,A
4193500,10/1/95,236,A
4193500,10/2/95,171,A
4193500,10/3/95,160,A
4193500,10/4/95,395,A
4193500,10/5/95,328,A
4193500,10/6/95,1100,A
4193500,10/7/95,2970,A
4193500,10/8/95,3900,A
4193500,10/9/95,2680,A
4193500,10/10/95,1420,A
4193500,10/11/95,1110,A
4193500,10/12/95,1120,A
4193500,10/13/95,1360,A
4193500,10/14/95,1100,A
4193500,10/15/95,1010,A
4193500,10/16/95,870,A
4193500,10/17/95,800,A
4193500,10/18/95,720,A
4193500,10/19/95,689,A
4193500,10/20/95,462,A
4193500,10/21/95,379,A
4193500,10/22/95,343,A
4193500,10/23/95,239,A
4193500,10/24/95,604,A
4193500,10/25/95,325,A
4193500,10/26/95,311,A
4193500,10/27/95,446,A
4193500,10/28/95,624,A
4193500,10/29/95,600,A
4193500,10/30/95,664,A
4193500,10/31/95,763,A
4193500,11/1/95,854,A
4193500,11/2/95,1110,A
4193500,11/3/95,2110,A
4193500,11/4/95,2590,A
4193500,11/5/95,2760,A
4193500,11/6/95,3090,A
4193500,11/7/95,3580,A
4193500,11/8/95,3490,A
4193500,11/9/95,3660,A
4193500,11/10/95,3670,A
4193500,11/11/95,5050,A
4193500,11/12/95,7960,A
4193500,11/13/95,9860,A
4193500,11/14/95,9030,A
4193500,11/15/95,6860,A
4193500,11/16/95,5300,A
4193500,11/17/95,3910,A
4193500,11/18/95,3540,A
4193500,11/19/95,3180,A
4193500,11/20/95,3550,A
4193500,11/21/95,3550,A
4193500,11/22/95,3080,A
4193500,11/23/95,2720,A
4193500,11/24/95,2720,A
4193500,11/25/95,2630,A
4193500,11/26/95,2020,A
4193500,11/27/95,1780,A
4193500,11/28/95,1480,A
4193500,11/29/95,1230,A
4193500,11/30/95,1150,A
4193500,12/1/95,1230,A
4193500,12/2/95,1160,A
4193500,12/3/95,1160,A
4193500,12/4/95,978,A
4193500,12/5/95,1350,A
4193500,12/6/95,1350,A
4193500,12/7/95,900,A
4193500,12/8/95,680,A
4193500,12/9/95,500,A
4193500,12/10/95,450,A
4193500,12/11/95,420,A
4193500,12/12/95,400,A
4193500,12/13/95,700,A
4193500,12/14/95,1100,A
4193500,12/15/95,1400,A
4193500,12/16/95,1200,A
4193500,12/17/95,1100,A
4193500,12/18/95,1000,A
4193500,12/19/95,950,A
4193500,12/20/95,900,A
4193500,12/21/95,840,A
4193500,12/22/95,800,A
4193500,12/23/95,740,A
4193500,12/24/95,700,A
4193500,12/25/95,660,A
4193500,12/26/95,630,A
4193500,12/27/95,610,A
4193500,12/28/95,600,A
4193500,12/29/95,580,A
4193500,12/30/95,560,A
4193500,12/31/95,550,A
4193500,1/1/96,540,A
4193500,1/2/96,640,A
4193500,1/3/96,1000,A
4193500,1/4/96,860,A
4193500,1/5/96,720,A
4193500,1/6/96,640,A
4193500,1/7/96,580,A
4193500,1/8/96,520,A
4193500,1/9/96,470,A
4193500,1/10/96,450,A
4193500,1/11/96,430,A
4193500,1/12/96,420,A
4193500,1/13/96,400,A
4193500,1/14/96,390,A
4193500,1/15/96,380,A
4193500,1/16/96,700,A
4193500,1/17/96,1500,A
4193500,1/18/96,9000,A
4193500,1/19/96,52000,A
4193500,1/20/96,54000,A
4193500,1/21/96,45000,A
4193500,1/22/96,30000,A
4193500,1/23/96,20000,A
4193500,1/24/96,24000,A
4193500,1/25/96,25000,A
4193500,1/26/96,20000,A
4193500,1/27/96,14800,A
4193500,1/28/96,9260,A
4193500,1/29/96,7800,A
4193500,1/30/96,6000,A
4193500,1/31/96,3500,A
4193500,2/1/96,2800,A
4193500,2/2/96,1700,A
4193500,2/3/96,1400,A
4193500,2/4/96,1300,A
4193500,2/5/96,1250,A
4193500,2/6/96,1300,A
4193500,2/7/96,1400,A
4193500,2/8/96,1500,A
4193500,2/9/96,1700,A
4193500,2/10/96,2200,A
4193500,2/11/96,3500,A
4193500,2/12/96,3700,A
4193500,2/13/96,3500,A
4193500,2/14/96,3000,A
4193500,2/15/96,2300,A
4193500,2/16/96,1500,A
4193500,2/17/96,1300,A
4193500,2/18/96,1200,A
4193500,2/19/96,1300,A
4193500,2/20/96,1450,A
4193500,2/21/96,1400,A
4193500,2/22/96,960,A
4193500,2/23/96,1400,A
4193500,2/24/96,1700,A
4193500,2/25/96,1800,A
4193500,2/26/96,3500,A
4193500,2/27/96,9000,A
4193500,2/28/96,20000,A
4193500,2/29/96,26000,A
4193500,3/1/96,22000,A
4193500,3/2/96,15000,A
4193500,3/3/96,10000,A
4193500,3/4/96,6000,A
4193500,3/5/96,4800,A
4193500,3/6/96,5000,A
